"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 13 18:10:45 GMT 2024","Mon May 13 18:10:46 GMT 2024","596","testCases","testGoogleSearch","TestGoogleSearchField","","","test_search_field_presence",""
