"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 13 15:19:51 GMT 2024","Mon May 13 15:19:51 GMT 2024","0","testCases","testTitleVerification","TestGoogleSearchField","","","test_title_Page",""
